part_no,description,part_type,location,min_stock_level,rate,unit,category,serialized_status
959.90.21.218,HOSE,Vendor Part,,0,0,EACH,Expendable,
959.90.21.219,"Duct, Generator 2 Cooling",Vendor Part,,0,155.2,EACH,Expendable,
959.90.21.414,Duct Flex,Vendor Part,,0,0,EACH,Expendable,
959.90.21.420,Flexduct,Vendor Part,,0,0,EACH,Accessories,
959.90.21.435,"Duct, Flex",Vendor Part,,0,0,EACH,Expendable,
959.90.21.442,"Duct, Flex",Vendor Part,,0,0,EACH,Expendable,
959.90.21.443,"Duct, Flux",Vendor Part,,0,0,EACH,Expendable,
959.90.22.104,VCCS Drive Sheave,Vendor Part,,0,0,EACH,Expendable,
959.90.22.105,VCCS Compressor Belt,Vendor Part,,0,0,EACH,Expendable,
959.90.22.116,Evaporator Module RH,Vendor Part,,0,0,EACH,Expendable,
959.90.22.117,"Fan Assembly, Motor",Vendor Part,VIIE3,0,0,EACH,Repairable,
959.90.22.120,"Brush set, Aircond Motor",Alternate Part,K22,0,0,EACH,Expendable,
959.90.22.126,DC Motor Assy,Vendor Part,,0,0,EACH,Repairable,
959.90.22.132,"Relay, VCCS",Vendor Part,,0,0,EACH,Repairable,
959.90.22.137,Packing,Vendor Part,,0,0,EACH,Expendable,
959.90.22.138,Packing,Vendor Part,,0,0,EACH,Expendable,
959.90.22.191,FILTER,Vendor Part,,0,68.3,EACH,Expendable,
959.90.91.101,"Valve,Manual",Vendor Part,,0,0,EACH,Expendable,
959.90.91.121,Out Flow valve,Vendor Part,,0,0,EACH,Expendable,
959.90.91.131,"Valve,Safety",Vendor Part,,0,0,EACH,Equipment,
959.90.91.141,Controller Outflow Valve,Vendor Part,,0,0,EACH,Expendable,
960.30.01.105,"Actuataor, Main Landing Gear",Vendor Part,,0,0,EACH,Repairable,
960.30.01.155,Gasket,Vendor Part,,0,0,EACH,Expendable,
960.30.01.192,Packing,Vendor Part,VIIB8,0,0,EACH,Expendable,
960.30.01.197,DRAIN TUBE,Vendor Part,,0,0,EACH,Expendable,
960.30.01.261,"Valve, Hydraulic Service Selector",Vendor Part,,0,0,EACH,Repairable,
960.30.01.271,"Valve, Selector Landing Gear",Vendor Part,,0,0,EACH,Repairable,
960.30.02.101,Filter Element,Vendor Part,K19,0,0,EACH,Expendable,
960.30.02.102,O-Ring,Vendor Part,VIIC5,0,0,EACH,Expendable,
963.02.24.101,Valve,Vendor Part,VA3,0,0,EACH,Expendable,
963.02.81.101,"Valve, charging oxygen",Alternate Part,,0,0,EACH,Expendable,
963.23.13.052,Check Valve,Vendor Part,,0,0,EACH,Repairable,
963.82.21.241 / BJ107-8S,Valve Oil drain,Vendor Part,,0,0,EACH,Expendable,
965.11.12.302,"Tube, Pitot Static",Vendor Part,RS,0,0,EACH,Repairable,
965.12.13.334,Air Speed Indicator,Vendor Part,,0,0,EACH,Repairable,
965.12.13.335,Air Speed Indicator,Vendor Part,,0,0,EACH,Equipment,
965.16.15.101,Vertical Speed Indicator,OEM Part,,0,830,EACH,Repairable,
965.23.21.535,"Ring, Threaded, SB 21-009",Vendor Part,,0,0,EACH,Expendable,
965-0686-001,GPWS,Vendor Part,,0,0,EACH,Rotable,
965-1186-003,GPWS,Vendor Part,,0,0,EACH,Component,
965-1595-024,"GPWS, MKXXII enhances",Vendor Part,,0,0,EACH,Repairable,
965-1676-002,MKV EGPWS AIRBUS,Vendor Part,,0,0,Each.,Component,
965-46301-001,"Kit, Cable Cutter",Vendor Part,,0,0,EACH,Expendable,
966B1,"Valve, Fuel Drain",Vendor Part,,0,0,EACH,Expendable,
966B-1N,Fuel Drain Valve,Vendor Part,,0,0,EACH,Expendable,
967-0320-001,DFDAU,Vendor Part,,0,0,EACH,Equipment,
968.20.11.151,Washer,Vendor Part,,0,0,EACH,Expendable,
968.20.11.159,Gasket,Vendor Part,F3,0,0,EACH,Expendable,
968.20.11.233,Nut,Vendor Part,BI,0,0,EACH,Expendable,
968.20.11.376,Seal,Vendor Part,J59,0,0,EACH,Expendable,
968.20.11.430,Filter Element,Vendor Part,I5,0,0,EACH,Expendable,
968.20.11.453,"Tube, Transfer",Vendor Part,VIIF2,0,0,EACH,Expendable,
968.20.11.456,Igniter,Vendor Part,,0,0,EACH,Expendable,
968.20.11.686,Gasket,Vendor Part,,0,0,EACH,Expendable,
968.20.11.687,Gasket,Vendor Part,E5,0,19.6,EACH,Expendable,
968.20.11.691,"Clamp, Loop",Alternate Part,,0,0,EACH,Expendable,
968.20.11.913,"Puller, Oil Filter Element",Vendor Part,SP,0,0,EACH,Special Tool,
968.20.12.119,Bolt,Vendor Part,,0,0,EACH,Expendable,
968.20.12.124,Nut,Vendor Part,,0,0,EACH,Expendable,
968.20.12.143,Gasket,Vendor Part,F3,0,0,EACH,Expendable,
968.20.12.250,"Magnetic Chip Detector, Self Closing",Alternate Part,,0,0,EACH,Expendable,
968.20.12.319,Split Pin,Vendor Part,XVB13,0,0.48,EACH,Expendable,
968.20.12.458,Gasket,Vendor Part,BVII,0,0,EACH,Expendable,
968.20.12.529,Gasket,Vendor Part,J56,0,0,EACH,Expendable,
968.20.12.638,Filter,Vendor Part,,0,454.25,EACH,Expendable,
968.20.13.147,"Filter, Strainer",Vendor Part,,0,0,EACH,Expendable,
968.20.13.162,Packing,Vendor Part,H1,0,0,EACH,Expendable,
968.20.13.249,Packing,Vendor Part,VB2,0,0,EACH,Expendable,
968.20.13.251,Packing,Vendor Part,D1,0,0,EACH,Expendable,
968.20.13.337,"Kit, Parts, 3075071-01",Vendor Part,,0,0,EACH,Expendable,
968.20.13.406,Bracket Angle,Vendor Part,,0,0,EACH,Expendable,
968.20.13.414,Washer,Vendor Part,,0,0,EACH,Expendable,
968.29.11.362,Washer,Vendor Part,VIID1,0,0.21,EACH,Expendable,
968.29.11.375,BLOCK ASSB CARBON,OEM Part,,0,246.1,EACH,Expendable,
968.29.11.376,"Cap, Lubrication",Vendor Part,VIIB4,0,0.3,EACH,Expendable,
968.29.11.490,Seal,Vendor Part,VIIA9,0,0,EACH,Expendable,
968.29.11.601,Bolt,Vendor Part,VIIC7,0,21.3,EACH,Expendable,
968.29.11.642,Deicer Boot - Propellor,Vendor Part,,0,0,EACH,Expendable,
968.29.12.117,"Propeller , Spinner Spacers",Vendor Part,,0,0,EACH,Expendable,
968.29.13.224,Module Assy,Vendor Part,,0,0,EACH,Expendable,
968.29.13.228,BRUSH BLOCK MODULE,Vendor Part,,0,0,EACH,Expendable,
968.29.13.662,SCREW,Alternate Part,,0,0,EACH,Expendable,
968.29.14.640,Packing,Vendor Part,VIIA4,0,0,EACH,Expendable,
968.32.14.102,Oil Cooler Assy,Vendor Part,,0,0,EACH,Expendable,
968.35.21.010,Fuel Filter,Vendor Part,,0,0,EACH,Expendable,
968.35.21.162,Filter Element,Vendor Part,K19,0,0,EACH,Expendable,
968.35.21.170,Drain Valve,Vendor Part,,0,0,EACH,Expendable,
968.84.51.108,"Pump, Fuel",Alternate Part,,0,0,EACH,Repairable,
968.84.51.108 .,Fuel Pump,Vendor Part,,0,0,EACH,Expendable,
968.84.51.108 / RG9570R1/M,Pump Fuel,Vendor Part,,0,0,EACH,Expendable,
96867-000,Spring switch bracket,OEM Part,,0,15.07,EACH,Expendable,
968RB-1,Deflator tire Valve Core,Vendor Part,,0,0,EACH,Special Tool,
97-000000/939-1,Safety Belt,Vendor Part,,0,0,EACH,Rotable,
97076-10B010,"Pin, Housing Assembly",Vendor Part,,1,0,EACH,Expendable,
97076-10B102,Pin,Vendor Part,,1,0,EACH,Expendable,
97076-10B103,"Doubler Assembly, Reinforcement",Vendor Part,,1,0,EACH,Expendable,
971.19.26.105,Sleeve solder,Vendor Part,,0,0,EACH,Expendable,
971.31.18.735,"Terminal, Ground Battery",Vendor Part,,0,0,EACH,Expendable,
971.31.18.808,"Lug, Terminal",Vendor Part,,0,0,EACH,Expendable,
971.31.18.838,"Lug, Terminal",Vendor Part,,0,0,EACH,Expendable,
971.31.32.604,"Connector, Butt",Vendor Part,,0,0,EACH,Expendable,
971.31.32.636,Splice,Vendor Part,,0,0,EACH,Expendable,
971.32.18.101,Mounting Base,Vendor Part,,0,0,EACH,Expendable,
971.32.51.101,Cable Tie,Vendor Part,,0,0,EACH,Expendable,
971.42.31.505,Terminal Block,Vendor Part,,0,0,EACH,Expendable,
971.42.31.536,Contact Male,Vendor Part,,0,0,EACH,Expendable,
971.42.31.880,Diode Module,Vendor Part,,0,0,EACH,Expendable,
971.73.82.102,Plug,Vendor Part,,0,0,EACH,Equipment,
971.73.82.931,"Cover, Metaliz, Sub–D CTLM-09-U",Vendor Part,,0,0,EACH,Expendable,
971.73.82.999,"Socket, Contact and Crimp",Vendor Part,,0,0,EACH,Expendable,
971.74.98.323,Strain Relief,Vendor Part,K20,0,0,EACH,Expendable,
971.74.98.327,Strain Relief,Vendor Part,,0,0,EACH,Expendable,
971.74.98.501,Strain Relief,Vendor Part,VIID10,0,41.2,EACH,Expendable,
971.75.13.399,Plug,Vendor Part,,0,0,EACH,Expendable,
971.75.16.102,"Plug, Thermoswitch",Vendor Part,,0,0,EACH,Expendable,
971.75.16.110,Plug,Vendor Part,K15,0,0,EACH,Expendable,
971.75.16.129,Plug,Vendor Part,,0,0,EACH,Expendable,
971.75.16.251,"Plug, Chip Detector",Vendor Part,,0,0,EACH,Expendable,
971.75.16.252,Plug,Vendor Part,K15,0,0,EACH,Expendable,
971.75.16.522,Plug,Vendor Part,K15,0,0,EACH,Expendable,
971.75.17.102,Plug,Vendor Part,VIID9,0,117.7,EACH,Expendable,
97-123,Weight,Vendor Part,XV A20,0,0,EACH,Expendable,
97-124,Weight,Vendor Part,XV A20,0,0,EACH,Expendable,
97-125,Weight,Vendor Part,XV A20,0,0,EACH,Expendable,
972.55.18.307,Circuit Breaker,Vendor Part,,0,0,EACH,Expendable,
972.55.18.322,Circuit Breaker,Vendor Part,,0,0,EACH,Expendable,
972.55.18.401,"Circuit Breaker, 1Amp",Vendor Part,,0,135.6,EACH,Expendable,
972.72.51.030,"Bulb, 28VDC",Vendor Part,,0,7,EACH,Expendable,
972.72.59.502,Lamp - 12mm x 1140 mm,Vendor Part,,0,0,EACH,Expendable,
972.72.59.503,Power Supply,Vendor Part,,0,0,EACH,Expendable,
972.72.59.521,Switch Light,Vendor Part,,0,0,EACH,Expendable,
972.73.19.105,Lamp,Vendor Part,F1,0,0,EACH,Expendable,
972.73.19.109,Lamp,Vendor Part,K9,0,0,EACH,Expendable,
972.73.19.110,Bulb,Vendor Part,,0,22.8,EACH,Expendable,
972.73.19.212,Bulb,Vendor Part,,0,0,EACH,Expendable,
972.78.55.626,Lamp,OEM Part,IIIF,0,0,EACH,Expendable,
972.78.55.627,Lamp,Vendor Part,,0,0,EACH,Expendable,
972.81.12.201,"Indicator, Light",Vendor Part,VIIA2,0,121.6,EACH,Expendable,
972.81.31.442,Lamp,Vendor Part,K8,0,0,EACH,Expendable,
972.81.32.005,Caws Control Unit,Vendor Part,,0,0,EACH,Rotable,
972.81.32.012,Display Unit,Vendor Part,AV,0,0,EACH,Repairable,
972.81.32.050,"Battery, CAWS",Vendor Part,,0,0,EACH,Repairable,
972.81.32.202,Wind Shield Deice Controller,Vendor Part,,0,510,EACH,Repairable,
972.81.32.301,External power Control Unit,Vendor Part,,0,0,EACH,Expendable,
972.82.87.227,Lamp,Vendor Part,,0,0,EACH,Expendable,
972.87.27.106,Light Assembly,OEM Part,,0,81.8,EACH,Expendable,
972.87.31.601,Light Cargo,Vendor Part,,0,1161.9,EACH,Expendable,
972.87.67.101,"Light Assembly, Inspection, Wing",Vendor Part,,0,0,EACH,Expendable,
972.87.67.111,Light Assembly Device,Vendor Part,,0,0,EACH,Repairable,
972.87.67.112,"Gasket, Wing Inspection Lamp",Vendor Part,,0,0,EACH,Expendable,
972.87.67.190,LENS WING TIP INSPECTION,Vendor Part,,0,270.1,EACH,Expendable,
972.87.69.402,Landing Light,Vendor Part,,0,0,EACH,Expendable,
972.87.87.128,Lamp,Vendor Part,H5,0,0,EACH,Expendable,
972.87.87.154,FILTER GLASS,Vendor Part,,0,196.6,EACH,Expendable,
972.87.87.160,LED POS.Light Kit,Vendor Part,,0,0,EACH,Expendable,
972.87.87.161,"Power Supply Unit, Strobe",Vendor Part,,0,0,EACH,Expendable,
972.87.87.169,Power Supply Unit,Vendor Part,,0,0,EACH,Repairable-On Condition,
972.87.87.227,Lamp,Vendor Part,,0,290.9,EACH,Expendable,
972.87.87.229,Bulb,Vendor Part,,0,0,EACH,Expendable,
972.87.87.321,Light Assembly,Vendor Part,C5,0,0,EACH,Repairable,
972.87.87.322,Light Warning,Vendor Part,,0,0,EACH,Repairable,
972.87.87.331,Light Assembly,OEM Part,,0,0,EACH,Expendable,
972.87.87.333,Lamp,Vendor Part,,0,0,EACH,Expendable,
97267ITL-300ML,Adhesive,Vendor Part,,0,0,EACH,Consumable,
972-87-341,Light Assembly,Vendor Part,RS,0,0,EACH,Repairable,
973.01.32.122,Over temp switch,Standard Part,,0,0,EACH,Expendable,
973.10.11.101,Switch Micro Rotary,Vendor Part,VIIC1,0,0,EACH,Expendable,
973.30.23.118,"Switch, Micro",Vendor Part,K15,0,0,EACH,Expendable,
973.30.24.202,"Lever, Roller Spring",Vendor Part,,0,0,EACH,Expendable,
973.30.24.211,"Switch,Micro",Vendor Part,,0,0,EACH,Repairable,
973.30.33.111,"Switch, Proximity",Vendor Part,VIIC1,0,561.3,EACH,Expendable,
973.30.33.112,"Switch, Proximity",Vendor Part,G1,0,0,EACH,Expendable,
973.32.19.201,"Indicator, Caution",Vendor Part,,0,0,EACH,Repairable,
973.61.42.110,Switch,Vendor Part,,0,100.1,EACH,Expendable,
973.61.42.170,Switch,Vendor Part,,0,0,EACH,Expendable,
973.61.42.701,Operator,Vendor Part,,0,0,EACH,Expendable,
973.61.42.721,Switch Push Button,Vendor Part,,0,0,EACH,Expendable,
973.61.42.864,Switch cap,OEM Part,,0,112.8,EACH,Expendable,
973.61.42.871,Switch Cap,Vendor Part,,0,0,EACH,Expendable,
973.63.11.459,Screw,Vendor Part,,0,0,EACH,Expendable,
973.81.14.304,SWITCH,Vendor Part,,0,0,EACH,Expendable,
973.81.14.307,Pressure Switch,Vendor Part,,0,0,EACH,Expendable,
973.81.14.312,SWITCH,Vendor Part,,0,717.7,EACH,Expendable,
973.81.15.106,OVER PRESSURE SWITCH,Vendor Part,,0,0,EACH,Expendable,
973.81.32.122,Over Temp Switch,Vendor Part,,0,0,EACH,Repairable,
973.81.32.212,Duct Over Temp. Switch,Vendor Part,,0,0,EACH,Repairable,
97-380000-33,Fuel Control Valve,Vendor Part,,0,0,EACH,Repairable,
97-388000-1,Landing Gear Actuator,Vendor Part,,0,0,EACH,Rotable,
97-3880001-23,Brake Master Cylinder,Vendor Part,,0,0,EACH,Repairable,
974.09.26.112,RELAY,Vendor Part,,0,1861,EACH,Expendable,
974.09.26.126,Relay,Vendor Part,,0,0,EACH,Expendable,
974.09.26.128,Relay,Vendor Part,,0,0,EACH,Expendable,
974.09.26.133,"Relay, Starter",Vendor Part,,0,0,EACH,Rotable,
974.20.01.201,Relay,Vendor Part,,0,410,EACH,Repairable,
974.20.01.214,Relay,Vendor Part,VIIE4,0,0,EACH,Expendable,
974.20.01.369,RELAY,Vendor Part,,0,0,EACH,Expendable,
974.20.01.901,Relay,Vendor Part,,0,0,EACH,Repairable,
974.22.00.104,Socket,Vendor Part,,0,0,EACH,Expendable,
974.22.00.501,"Socket, Relay",Vendor Part,,0,0,EACH,Repairable,
974.29.00.201,"Sensor, RH Current",Vendor Part,,0,0,EACH,Expendable,
974.29.00.202,"Sensor, Static Current",Vendor Part,,0,0,EACH,Expendable,
97-430022-99,Seat track,OEM Part,,0,0,EACH,Expendable,
97499-004,Hose Assy.,OEM Part,,0,59.55,EACH,Expendable,
97499-019,Hose-Vapour Return LH,OEM Part,,0,73.24,EACH,Expendable,
97499-021,Hose-Manifold Drain,OEM Part,,0,0,EACH,Expendable,
97499-022,Hose Assy.fuel drain,OEM Part,,0,0,EACH,Expendable,
97499-030,Hose-Vapour Return RH,OEM Part,,0,0,EACH,Expendable,
97499-30-306J,CLAMP,Vendor Part,,0,0,Each.,Consumable,
97499-70-061F000D112A,Hose,Vendor Part,,0,0,EACH,Expendable,
97499-819,Hose-Vapour Return LH,OEM Part,,0,0,EACH,Expendable,
97499-821,Hose-Manifold Drain,OEM Part,,0,0,EACH,Expendable,
97499-822,Hose Assy.fuel drain,OEM Part,,0,0,EACH,Expendable,
97499-830,Hose-Vapour Return RH,OEM Part,,0,0,EACH,Expendable,
975.02.15.201,Dimmer Unit,Vendor Part,,0,0,EACH,Rotable,
975.11.21.321,Keil Probe,Vendor Part,,0,0,EACH,Expendable,
975.12.10.097,BUSHING,Vendor Part,,0,8.5,EACH,Expendable,
975.12.10.099,Clamp,Vendor Part,VIIC3,0,0,EACH,Expendable,
975.21.15.212,Transducer,Vendor Part,,0,0,EACH,Equipment,
975.21.15.219,Transducer,Vendor Part,,0,0,EACH,Expendable,
975.21.15.219 .,Transducer,Vendor Part,,0,0,EACH,Expendable,
975.29.02.014,ESI Display,Vendor Part,,0,0,EACH,Repairable,
975.29.02.015,EIS Display,Superseed Part,,0,0,EACH,Repairable,
975.35.12.107,Transmitter,Vendor Part,,0,0,EACH,Rotable,
975.35.12.109 / TFF2905-50,Transmitter Fuel flow,Vendor Part,,0,0,5LT-Kit,Expendable,
975.35.12.601,Fule Flow Transmitter,Vendor Part,,0,0,EACH,Repairable,
975.35.12.602,Transmitter,Alternate Part,,0,0,EACH,Repairable,
975.37.31.231,Sensor Outer,Vendor Part,,0,0,EACH,Repairable,
975.37.31.232,"Sensor, Fuel",Vendor Part,VIIE,0,0,EACH,Expendable,
975.37.31.233,"Sensor, Fuel",Vendor Part,VIIE1,0,0,EACH,Expendable,
975.37.31.234,"Sensor, Fuel",Vendor Part,VIIE1,0,0,EACH,Expendable,
975.37.31.235,Fuel flow level switch,Vendor Part,,0,0,EACH,Repairable,
975.43.11.101,Start System Automatic,Vendor Part,,0,0,EACH,Expendable,
975.44.16.203,"Indicator,Flap Position",Vendor Part,,0,0,EACH,Rotable,
975.44.16.204,TRIPLE TRIM INDICATOR,Vendor Part,,0,0,EACH,Equipment,
975.44.21.422,"Sensor, AOA RH",Vendor Part,,0,0,EACH,Expendable,
975.44.21.423,AOA Sensor LH,Vendor Part,,0,0,EACH,Repairable,
975.44.21.424,"Sensor, AOA RH",Vendor Part,,0,0,EACH,Expendable,
975.44.21.501,"Cover Assy, AOA Sensor",Vendor Part,,0,0,EACH,Expendable,
975.44.23.103,Stick Pusher Comp/WT Gen,Alternate Part,,0,0,EACH,Rotable,
975.44.23.104,Stick Pusher Comp/WT Gen,Vendor Part,,0,1000,EACH,Repairable,
975.96.11.241,Attitude Indicator,Vendor Part,,0,3890,EACH,Repairable,
975.96.32.402,Symbol Generator,Vendor Part,,0,0,EACH,Rotable,
97-530105-65,Foot Assy,Vendor Part,,0,0,EACH,Expendable,
975UN01B4AA5P,On/Off Switch,Vendor Part,,0,0,EACH,Expendable,
976.91.30.111,Packing,Alternate Part,C1,0,0,EACH,Expendable,
978.73.02.003,Power Drive Unit,Vendor Part,,0,10710,EACH,Repairable,
978.73.14.203,Pitch Trim Actuator,Vendor Part,,0,0,EACH,Service Life Limit,
978.73.18.131,Linear Actuator,Alternate Part,,0,0,EACH,Repairable,
978.73.18.132,LINEAR ACTUATOR,Vendor Part,,0,2940,EACH,Repairable,
978.73.20.016,Flap Control Warning Unit,Vendor Part,,0,0,EACH,Repairable,
978.73.20.017,Flap Control Warning Unit,Vendor Part,,0,0,EACH,Repairable,
978.73.20.017 .,Flap Control,Vendor Part,,0,0,EACH,Expendable,
978.73.20.021,Transmitter,Vendor Part,,0,0,EACH,Repairable,
978.73.20.309,"Actuator, Linear, Flaps",Vendor Part,,0,13215,EACH,Rotable,
978.73.20.310,"Rod End, Flap Actuator",Vendor Part,,0,0,EACH,Expendable,
978.73.20.602,"Transmitter, Rotation",Vendor Part,,0,0,EACH,Repairable,
978.73.20.902,Back Lash Tool,Vendor Part,VC7,0,0,EACH,Special Tool,
978.91.23.408,Starter Generator,Vendor Part,,0,0,EACH,Repairable,
978.91.23.435,"Generator, Starter",Vendor Part,,0,0,EACH,Rotable,
978.96.01.092,Brush Holder Assembly,Vendor Part,K17,0,0,EACH,Expendable,
97-820000-17,Shim,Vendor Part,VIIB14,0,0,EACH,Expendable,
97-910031-1,Gasket,Vendor Part,,1,0,EACH,Expendable,
979142-6-1,"Valve, Shut Off, Turbofan",Vendor Part,,0,0,EACH,Rotable,
9794410090O,O-ring,Vendor Part,,0,0,EACH,Expendable,
980.71.10.101,Diode,Vendor Part,VIIA15,0,48.2,EACH,Expendable,
980-4710-003,FLIGHT DATA RECORDER - SOLID STATE,Standard Part,,0,0,EACH,Equipment,
98-0907-1,Blower Assembly,Vendor Part,,0,0,EACH,Repairable,
98265-2-180,"Stud, Dzus, Nose Avionic Panel",Vendor Part,,0,0,EACH,Expendable,
98265-2-200,"Stud, Dzus, Nose Avionic Panel",Vendor Part,,0,0,EACH,Expendable,
98-39006,Structural Inspection and Repair Manual,Vendor Part,,0,208,EACH,Publications,
98-39006C,"Manual, King Air Structural Inspections and Repair",Vendor Part,,0,0,EACH,Publications,
98-39117G,"Manual, King Air 1900D Printed Circuit Board",Vendor Part,,0,0,EACH,Publications,
984.22.11.302,Handmicrophone,Vendor Part,,0,0,EACH,Repairable,
984.22.11.304,Handmicrophone,Alternate Part,,0,0,EACH,Repairable,
984.78.81.406,"Discharger, Static",Vendor Part,VIIC8,0,189.9,EACH,Expendable,
984.78.81.407,"Base, Static Discharger,ST",Vendor Part,,0,0,EACH,Expendable,
984.78.81.408,"Discharger, Static",Vendor Part,VIIC9,0,0,EACH,Expendable,
984.78.81.409,"Base, Static Discharger,ST",Vendor Part,,0,0,EACH,Expendable,
984.78.81.410,"Discharger, Static",Vendor Part,VIIC8,0,0,EACH,Expendable,
984.81.10.280,"Antenna, NAV/GS",Vendor Part,,0,0,EACH,Repairable,
984427CA10,"Washer, Adjustment",Vendor Part,,0,0,EACH,Expendable,
985.79.00.002,Radome,OEM Part,,0,0,EACH,Repairable,
985.79.00.003,Radome,Vendor Part,,0,6505,EACH,Rotable,
985.90.03.041,Air Data Computer,Vendor Part,,0,0,EACH,Repairable,
985.92.03.131,Altitude Selector,Vendor Part,,0,0,EACH,Repairable,
985.92.03.164,"Servo, Elevator Autopilot",Vendor Part,,0,0,EACH,Rotable,
985.92.03.174,Cotter Pin,Vendor Part,,0,0,EACH,Expendable,
985.92.03.901,"Adapter, Spline",Vendor Part,,0,0,EACH,Expendable,
985.92.03.902,"Tool, Clutch Adapter",Vendor Part,K24,0,0,EACH,Special Tool,
985.99.11.19,GPS Antenna Installation Kit KA92,Alternate Part,,0,0,EACH,Equipment,
985.99.11.771,"Indicator, Radio Magnetic",Vendor Part,,0,0,EACH,Repairable,
985.99.11.842,AHRS,Vendor Part,,0,0,EACH,Repairable,
985.99.99.601,"Box, Maintenace",Vendor Part,,0,0,EACH,Equipment,
985.99.99.604,"Plug,Connecting",Vendor Part,,0,0,EACH,Expendable,
985.99.99.631,Propeller DE- ICE test set,Vendor Part,,0,0,EACH,Special Tool,
988.21.16.104,Voltage Protection Device,Vendor Part,,0,0,EACH,Repairable,
98A28104000000,"Purging Tool,Aircraft Fuel Tank Water Drain Kit",Vendor Part,,0,0,EACH,Special Tool,
98D27803500001,Tool - Zero Locking,Vendor Part,,0,0,EACH,Special Tool,
98D32203502000,Safety Pin,Vendor Part,,0,0,EACH,Expendable,
98F52107520001,Wrench Actuator,Vendor Part,,0,0,EACH,Equipment,
98S07000005000,"Driver, Screw",Vendor Part,,0,0,EACH,Special Tool,
98S09008019223,"Pin, Safety",Vendor Part,,0,0,EACH,Expendable,
98S10008000000,"Kit, Mooring",Vendor Part,,0,0,EACH,Special Tool,
98S10205000000,"Kit, Mooring",Vendor Part,,0,0,EACH,Special Tool,
98S12003000000,"Purging Tool, Water drain",Vendor Part,,0,0,EACH,Special Tool,
98S21003000200,Elctro Nomatic Out Flow,Vendor Part,,0,0,Each.,Accessories,
98S26003001000,"Diffuser, Blanking Cap",Vendor Part,,0,0,EACH,Special Tool,
98S27005001,Digital Protractor,Vendor Part,,0,0,EACH,Expendable,
98S27005001002,Inclenometer,Vendor Part,,0,0,EACH,Equipment,
98S27005006000,Pitch Uncoupling Reset,Vendor Part,,0,0,Each.,Accessories,
98S27008001001,Pin Set,Vendor Part,,0,0,EACH,Special Tool,
98S27505001000,"Drain, Flap Actuator",Vendor Part,,0,0,EACH,Special Tool,
98S27603000000,Digital Protector,Vendor Part,,0,0,EACH,Equipment,
98S29008046000,"Tool, Brake Circuit Purging / Bleeding",Vendor Part,,0,0,EACH,Special Tool,
98S32008073000,"Protractor, Main Wheel Axle",Vendor Part,,0,0,EACH,Special Tool,
98S32008074000,"Rod, Brake Shoe Locking",Vendor Part,,0,0,EACH,Special Tool,
98S32405000000,Purging Tool,Vendor Part,,0,0,EACH,Special Tool,
98S36003001200,Plate Blacking,Vendor Part,,0,0,Each.,Accessories,
98S36005001200,Blanking Cap,Vendor Part,,0,0,Each.,Accessories,
98S76000003001,"Rigging Kit,HMU/PCU",Vendor Part,,0,0,SET,Special Tool,
98S79005000000,"Drain Tool, Oil Engine",Vendor Part,,0,0,EACH,Special Tool,
990.00.00.206,"Adapter, Pitot System, Pilatus PC12",Vendor Part,SP,0,0,EACH,Special Tool,
990.00.00.208,Static Adapter,Vendor Part,,0,0,EACH,Special Tool,
990.00.00.819,Over Temp Switch Temp Calibrator,Vendor Part,,0,0,EACH,Expendable,
990.00.00.903,Propeller Puller,Vendor Part,,0,0,EACH,Special Tool,
990.00.00.908,Fuel Sample unit,Vendor Part,,0,0,EACH,Rotable,
990-00020,Shock Mount,Vendor Part,,0,0,EACH,Expendable,
990-00064-3,"BREAKAWAY TIP, SHORT",Vendor Part,,0,0,EACH,Accessories,
990-3333-413,AUDIO CONTROL PANEL,Vendor Part,,0,0,EACH,Expendable,
99-0551,Air Filter Oil,Vendor Part,,0,0,EACH,Consumable,
99-0635-USG,Air Filter Cleaner,Vendor Part,,0,0,EACH,Consumable,
9910100-2,TIP RUDDER LWR,Vendor Part,,0,0,EACH,Expendable,
9910182-3,Grommet,Vendor Part,,0,0,EACH,Expendable,
9910287-16,Switch oil Pressure,Vendor Part,,0,0,EACH,Expendable,
991033-1,Elastomer,Vendor Part,,0,0,EACH,Expendable,
9910564-1,"Valve Assembly, Parking",Vendor Part,,0,0,EACH,Expendable,
9910588-15,Hose,Vendor Part,,0,0,EACH,Expendable,
9910592-2,Stand by Alternator 95Amp/28V,Vendor Part,,0,0,EACH,Repairable,
9910617-2,Led Panel,Vendor Part,,0,0,EACH,Accessories,
9912020-16,"Lanyard, Cap Attached",Vendor Part,,0,0,EACH,Expendable,
9912020-19,Lanyard-Cap attached,Vendor Part,,0,0,EACH,Expendable,
9912048-6,Fire Extinguisher,Vendor Part,,0,0,EACH,Repairable,
9912062-6,"Pump, Hydraulic",Vendor Part,,0,0,EACH,Rotable,
9912075-4,"Seal, Door, Inflatable",Vendor Part,,0,0,EACH,Expendable,
9912125-2,Starter Generator,Vendor Part,,0,0,EACH,Repairable,
9912194-5,"Switch, Check Valve Flow",Vendor Part,,0,0,EACH,Expendable,
9912281-12,Hydraulic Filter Element (Return Facet),Vendor Part,,0,0,EACH,Expendable,
9912281-8,Hydraulic Filter Element (Facet),Vendor Part,,0,0,EACH,Expendable,
9912368-2,Reservoir Assembly,Vendor Part,,0,0,EACH,Repairable,
9912372-1,Filter,Vendor Part,,0,0,EACH,Expendable,
