Aircraft,Assembly,Serial No,Log Page,Routing From,Routing To,Departure_ICAO,Arrival_ICAO,DepartureTime,TakeOffTime,TouchDownTime,ArrivalTime,Departure UTC,Take Off UTC,Touch Down UTC,Arrival UTC,Flight Time,CON. FLT. TIMES,BlockTime,CON. BLOCK TIMES,TOTAL A/C TIME,TOTAL CYCLES,CYLCES FLOWN,Flight Log Classification
VT-VPA,HAWKER 800XP,258415,0016,131,143,Not A,Not A,02-Feb-2021 19:35,02-Feb-2021 19:43,02-Feb-2021 21:18,02-Feb-2021 21:25,02-Feb-2021 14:05,02-Feb-2021 14:13,02-Feb-2021 15:48,02-Feb-2021 15:55,1:35,1.6,1:50,1.8,4767:26,3319,1,
VT-VPA,HAWKER 800XP,258415,0017,143,VOBG,Not A,Not A,04-Feb-2021 12:10,04-Feb-2021 12:18,04-Feb-2021 12:57,04-Feb-2021 13:05,04-Feb-2021 06:40,04-Feb-2021 06:48,04-Feb-2021 07:27,04-Feb-2021 07:35,0:39,0.7,0:55,0.9,4768:05,3320,1,
VT-VPA,HAWKER 800XP,258415,0017,VOBG,206,Not A,Not A,04-Feb-2021 13:40,04-Feb-2021 13:51,04-Feb-2021 14:29,04-Feb-2021 14:40,04-Feb-2021 08:10,04-Feb-2021 08:21,04-Feb-2021 08:59,04-Feb-2021 09:10,0:38,0.6,1:00,1.0,4768:43,3321,1,
VT-VPA,HAWKER 800XP,258415,0017,206,VOBG,Not A,Not A,04-Feb-2021 22:45,04-Feb-2021 22:58,04-Feb-2021 23:28,04-Feb-2021 23:40,04-Feb-2021 17:15,04-Feb-2021 17:28,04-Feb-2021 17:58,04-Feb-2021 18:10,0:30,0.5,0:55,0.9,4769:13,3322,1,
VT-VPA,HAWKER 800XP,258415,0018,VOBG,143,Not A,Not A,04-Feb-2021 23:55,05-Feb-2021 00:02,05-Feb-2021 00:34,05-Feb-2021 00:40,04-Feb-2021 18:25,04-Feb-2021 18:32,04-Feb-2021 19:04,04-Feb-2021 19:10,0:32,0.5,0:45,0.8,4769:45,3323,1,
VT-VPA,HAWKER 800XP,258415,0019,143,VOBG,Not A,Not A,05-Feb-2021 17:15,05-Feb-2021 17:27,05-Feb-2021 18:03,05-Feb-2021 18:15,05-Feb-2021 11:45,05-Feb-2021 11:57,05-Feb-2021 12:33,05-Feb-2021 12:45,0:36,0.6,1:00,1.0,4770:21,3324,1,
VT-VPA,HAWKER 800XP,258415,0020,VOBG,131,Not A,Not A,06-Feb-2021 09:05,06-Feb-2021 09:18,06-Feb-2021 10:48,06-Feb-2021 11:00,06-Feb-2021 03:35,06-Feb-2021 03:48,06-Feb-2021 05:18,06-Feb-2021 05:30,1:30,1.5,1:55,1.9,4771:51,3325,1,
VT-VPA,HAWKER 800XP,258415,0020,131,143,Not A,Not A,06-Feb-2021 12:05,06-Feb-2021 12:13,06-Feb-2021 13:43,06-Feb-2021 13:50,06-Feb-2021 06:35,06-Feb-2021 06:43,06-Feb-2021 08:13,06-Feb-2021 08:20,1:30,1.5,1:45,1.8,4773:21,3326,1,
VT-VPA,HAWKER 800XP,258415,0021,143,219,Not A,Not A,07-Feb-2021 06:45,07-Feb-2021 06:57,07-Feb-2021 07:54,07-Feb-2021 08:05,07-Feb-2021 01:15,07-Feb-2021 01:27,07-Feb-2021 02:24,07-Feb-2021 02:35,0:57,1.0,1:20,1.3,4774:18,3327,1,
VT-VPA,HAWKER 800XP,258415,0021,219,DELHI,Not A,,07-Feb-2021 08:25,07-Feb-2021 08:38,07-Feb-2021 10:37,07-Feb-2021 10:50,07-Feb-2021 02:55,07-Feb-2021 03:08,07-Feb-2021 05:07,07-Feb-2021 05:20,1:59,2.0,2:25,2.4,4776:17,3328,1,
VT-VPA,HAWKER 800XP,258415,0022,DELHI,VAAH,,Not A,08-Feb-2021 14:50,08-Feb-2021 15:02,08-Feb-2021 16:18,08-Feb-2021 16:30,08-Feb-2021 09:20,08-Feb-2021 09:32,08-Feb-2021 10:48,08-Feb-2021 11:00,1:16,1.3,1:40,1.7,4777:33,3329,1,
VT-VPA,HAWKER 800XP,258415,0023,VAAH,143,Not A,Not A,09-Feb-2021 09:25,09-Feb-2021 09:36,09-Feb-2021 11:44,09-Feb-2021 11:55,09-Feb-2021 03:55,09-Feb-2021 04:06,09-Feb-2021 06:14,09-Feb-2021 06:25,2:08,2.1,2:30,2.5,4779:41,3330,1,
VT-VPA,HAWKER 800XP,258415,0023,143,DELHI,Not A,,09-Feb-2021 12:35,09-Feb-2021 12:47,09-Feb-2021 15:29,09-Feb-2021 15:40,09-Feb-2021 07:05,09-Feb-2021 07:17,09-Feb-2021 09:59,09-Feb-2021 10:10,2:42,2.7,3:05,3.1,4782:23,3331,1,
VT-VPA,HAWKER 800XP,258415,0023,DELHI,143,,Not A,09-Feb-2021 16:25,09-Feb-2021 16:41,09-Feb-2021 19:20,09-Feb-2021 19:35,09-Feb-2021 10:55,09-Feb-2021 11:11,09-Feb-2021 13:50,09-Feb-2021 14:05,2:39,2.7,3:10,3.2,4785:02,3332,1,
VT-VPA,HAWKER 800XP,258415,0024,143,VOBG,Not A,Not A,10-Feb-2021 10:35,10-Feb-2021 10:48,10-Feb-2021 11:22,10-Feb-2021 11:35,10-Feb-2021 05:05,10-Feb-2021 05:18,10-Feb-2021 05:52,10-Feb-2021 06:05,0:34,0.6,1:00,1.0,4785:36,3333,1,
VT-VPA,HAWKER 800XP,258415,0024,VOBG,143,Not A,Not A,10-Feb-2021 19:05,10-Feb-2021 19:19,10-Feb-2021 19:56,10-Feb-2021 20:10,10-Feb-2021 13:35,10-Feb-2021 13:49,10-Feb-2021 14:26,10-Feb-2021 14:40,0:37,0.6,1:05,1.1,4786:13,3334,1,
VT-VPA,HAWKER 800XP,258415,0025,143,VOBG,Not A,Not A,12-Mar-2021 08:05,12-Mar-2021 08:23,12-Mar-2021 08:57,12-Mar-2021 09:15,12-Mar-2021 02:35,12-Mar-2021 02:53,12-Mar-2021 03:27,12-Mar-2021 03:45,0:34,0.6,1:10,1.2,4786:47,3335,1,
VT-VPA,HAWKER 800XP,258415,0025,VOBG,143,Not A,Not A,12-Mar-2021 15:30,12-Mar-2021 15:49,12-Mar-2021 16:21,12-Mar-2021 16:40,12-Mar-2021 10:00,12-Mar-2021 10:19,12-Mar-2021 10:51,12-Mar-2021 11:10,0:32,0.5,1:10,1.2,4787:19,3336,1,
VT-VPA,HAWKER 800XP,258415,0026,143,VIJP,Not A,Not A,13-Mar-2021 07:00,13-Mar-2021 07:12,13-Mar-2021 09:33,13-Mar-2021 09:45,13-Mar-2021 01:30,13-Mar-2021 01:42,13-Mar-2021 04:03,13-Mar-2021 04:15,2:21,2.4,2:45,2.8,4789:40,3337,1,
VT-VPA,HAWKER 800XP,258415,0026,VIJP,143,Not A,Not A,13-Mar-2021 17:20,13-Mar-2021 17:40,13-Mar-2021 19:50,13-Mar-2021 20:10,13-Mar-2021 11:50,13-Mar-2021 12:10,13-Mar-2021 14:20,13-Mar-2021 14:40,2:10,2.2,2:50,2.8,4791:50,3338,1,
VT-VPA,HAWKER 800XP,258415,0027,143,219,Not A,Not A,14-Mar-2021 12:55,14-Mar-2021 13:05,14-Mar-2021 14:00,14-Mar-2021 14:10,14-Mar-2021 07:25,14-Mar-2021 07:35,14-Mar-2021 08:30,14-Mar-2021 08:40,0:55,0.9,1:15,1.3,4792:45,3339,1,
VT-VPA,HAWKER 800XP,258415,0028,219,VIJP,Not A,Not A,15-Mar-2021 09:25,15-Mar-2021 09:36,15-Mar-2021 11:19,15-Mar-2021 11:30,15-Mar-2021 03:55,15-Mar-2021 04:06,15-Mar-2021 05:49,15-Mar-2021 06:00,1:43,1.7,2:05,2.1,4794:28,3340,1,
VT-VPA,HAWKER 800XP,258415,0028,VIJP,DELHI,Not A,,15-Mar-2021 21:20,15-Mar-2021 21:33,15-Mar-2021 22:08,15-Mar-2021 22:20,15-Mar-2021 15:50,15-Mar-2021 16:03,15-Mar-2021 16:38,15-Mar-2021 16:50,0:35,0.6,1:00,1.0,4795:03,3341,1,
VT-VPA,HAWKER 800XP,258415,0029,DELHI,vohs,,Not A,16-Mar-2021 20:05,16-Mar-2021 20:15,16-Mar-2021 22:06,16-Mar-2021 22:15,16-Mar-2021 14:35,16-Mar-2021 14:45,16-Mar-2021 16:36,16-Mar-2021 16:45,1:51,1.9,2:10,2.2,4796:54,3342,1,
VT-VPA,HAWKER 800XP,258415,0029,vohs,143,Not A,Not A,16-Mar-2021 22:30,16-Mar-2021 22:40,16-Mar-2021 23:30,16-Mar-2021 23:40,16-Mar-2021 17:00,16-Mar-2021 17:10,16-Mar-2021 18:00,16-Mar-2021 18:10,0:50,0.8,1:10,1.2,4797:44,3343,1,
VT-VPA,HAWKER 800XP,258415,0030,143,219,Not A,Not A,19-Mar-2021 07:05,19-Mar-2021 07:24,19-Mar-2021 08:17,19-Mar-2021 08:35,19-Mar-2021 01:35,19-Mar-2021 01:54,19-Mar-2021 02:47,19-Mar-2021 03:05,0:53,0.9,1:30,1.5,4798:37,3344,1,
VT-VPA,HAWKER 800XP,258415,0030,219,131,Not A,Not A,19-Mar-2021 09:00,19-Mar-2021 09:10,19-Mar-2021 10:21,19-Mar-2021 10:30,19-Mar-2021 03:30,19-Mar-2021 03:40,19-Mar-2021 04:51,19-Mar-2021 05:00,1:11,1.2,1:30,1.5,4799:48,3345,1,
VT-VPA,HAWKER 800XP,258415,0030,131,219,Not A,Not A,19-Mar-2021 13:40,19-Mar-2021 13:51,19-Mar-2021 14:50,19-Mar-2021 15:00,19-Mar-2021 08:10,19-Mar-2021 08:21,19-Mar-2021 09:20,19-Mar-2021 09:30,0:59,1.0,1:20,1.3,4800:47,3346,1,
VT-VPA,HAWKER 800XP,258415,0031,219,DELHI,Not A,,21-Mar-2021 08:30,21-Mar-2021 08:43,21-Mar-2021 10:33,21-Mar-2021 10:45,21-Mar-2021 03:00,21-Mar-2021 03:13,21-Mar-2021 05:03,21-Mar-2021 05:15,1:50,1.8,2:15,2.3,4802:37,3347,1,
VT-VPA,HAWKER 800XP,258415,0031,DELHI,143,,Not A,21-Mar-2021 15:20,21-Mar-2021 15:40,21-Mar-2021 18:16,21-Mar-2021 18:35,21-Mar-2021 09:50,21-Mar-2021 10:10,21-Mar-2021 12:46,21-Mar-2021 13:05,2:36,2.6,3:15,3.3,4805:13,3348,1,
VT-VPA,HAWKER 800XP,258415,0032,143,87,Not A,Not A,22-Mar-2021 09:35,22-Mar-2021 09:45,22-Mar-2021 10:36,22-Mar-2021 10:45,22-Mar-2021 04:05,22-Mar-2021 04:15,22-Mar-2021 05:06,22-Mar-2021 05:15,0:51,0.9,1:10,1.2,4806:04,3349,1,
VT-VPA,HAWKER 800XP,258415,0032,87,143,Not A,Not A,22-Mar-2021 19:05,22-Mar-2021 19:24,22-Mar-2021 20:07,22-Mar-2021 20:25,22-Mar-2021 13:35,22-Mar-2021 13:54,22-Mar-2021 14:37,22-Mar-2021 14:55,0:43,0.7,1:20,1.3,4806:47,3350,1,
VT-VPA,HAWKER 800XP,258415,0033,143,131,Not A,Not A,25-Mar-2021 17:10,25-Mar-2021 17:24,25-Mar-2021 19:01,25-Mar-2021 19:15,25-Mar-2021 11:40,25-Mar-2021 11:54,25-Mar-2021 13:31,25-Mar-2021 13:45,1:37,1.6,2:05,2.1,4808:24,3351,1,
VT-VPA,HAWKER 800XP,258415,0033,131,143,Not A,Not A,25-Mar-2021 20:35,25-Mar-2021 20:58,25-Mar-2021 22:28,25-Mar-2021 22:50,25-Mar-2021 15:05,25-Mar-2021 15:28,25-Mar-2021 16:58,25-Mar-2021 17:20,1:30,1.5,2:15,2.3,4809:54,3352,1,
VT-VPA,HAWKER 800XP,258415,0034,143,VOGO,Not A,Not A,01-Apr-2021 06:20,01-Apr-2021 06:32,01-Apr-2021 07:44,01-Apr-2021 07:55,01-Apr-2021 00:50,01-Apr-2021 01:02,01-Apr-2021 02:14,01-Apr-2021 02:25,1:12,1.2,1:35,1.6,4811:06,3353,1,
VT-VPA,HAWKER 800XP,258415,0034,VOGO,143,Not A,Not A,01-Apr-2021 08:40,01-Apr-2021 08:51,01-Apr-2021 10:09,01-Apr-2021 10:20,01-Apr-2021 03:10,01-Apr-2021 03:21,01-Apr-2021 04:39,01-Apr-2021 04:50,1:18,1.3,1:40,1.7,4812:24,3354,1,
VT-VPA,HAWKER 800XP,258415,0035,143,84,Not A,Not A,02-Apr-2021 19:25,02-Apr-2021 19:38,02-Apr-2021 20:23,02-Apr-2021 20:35,02-Apr-2021 13:55,02-Apr-2021 14:08,02-Apr-2021 14:53,02-Apr-2021 15:05,0:45,0.8,1:10,1.2,4813:09,3355,1,
VT-VPA,HAWKER 800XP,258415,0035,84,143,Not A,Not A,02-Apr-2021 22:35,02-Apr-2021 22:58,02-Apr-2021 23:43,03-Apr-2021 00:05,02-Apr-2021 17:05,02-Apr-2021 17:28,02-Apr-2021 18:13,02-Apr-2021 18:35,0:45,0.8,1:30,1.5,4813:54,3356,1,
VT-VPA,HAWKER 800XP,258415,0036,143,VOGO,Not A,Not A,04-Apr-2021 09:55,04-Apr-2021 10:08,04-Apr-2021 11:18,04-Apr-2021 11:30,04-Apr-2021 04:25,04-Apr-2021 04:38,04-Apr-2021 05:48,04-Apr-2021 06:00,1:10,1.2,1:35,1.6,4815:04,3357,1,
VT-VPA,HAWKER 800XP,258415,0036,VOGO,143,Not A,Not A,04-Apr-2021 12:05,04-Apr-2021 12:16,04-Apr-2021 13:24,04-Apr-2021 13:35,04-Apr-2021 06:35,04-Apr-2021 06:46,04-Apr-2021 07:54,04-Apr-2021 08:05,1:08,1.1,1:30,1.5,4816:12,3358,1,
VT-VPA,HAWKER 800XP,258415,0036,143,219,Not A,Not A,04-Apr-2021 14:35,04-Apr-2021 14:50,04-Apr-2021 15:46,04-Apr-2021 16:00,04-Apr-2021 09:05,04-Apr-2021 09:20,04-Apr-2021 10:16,04-Apr-2021 10:30,0:56,0.9,1:25,1.4,4817:08,3359,1,
VT-VPA,HAWKER 800XP,258415,0037,219,VEBS,Not A,Not A,05-Apr-2021 08:00,05-Apr-2021 08:11,05-Apr-2021 09:35,05-Apr-2021 09:45,05-Apr-2021 02:30,05-Apr-2021 02:41,05-Apr-2021 04:05,05-Apr-2021 04:15,1:24,1.4,1:45,1.8,4818:32,3360,1,
VT-VPA,HAWKER 800XP,258415,0037,VEBS,Swami,Not A,Not A,05-Apr-2021 18:25,05-Apr-2021 18:38,05-Apr-2021 19:38,05-Apr-2021 19:50,05-Apr-2021 12:55,05-Apr-2021 13:08,05-Apr-2021 14:08,05-Apr-2021 14:20,1:00,1.0,1:25,1.4,4819:32,3361,1,
VT-VPA,HAWKER 800XP,258415,0038,Swami,219,Not A,Not A,06-Apr-2021 18:05,06-Apr-2021 18:18,06-Apr-2021 19:18,06-Apr-2021 19:30,06-Apr-2021 12:35,06-Apr-2021 12:48,06-Apr-2021 13:48,06-Apr-2021 14:00,1:00,1.0,1:25,1.4,4820:32,3362,1,
VT-VPA,HAWKER 800XP,258415,0039,219,143,Not A,Not A,08-Apr-2021 17:25,08-Apr-2021 17:39,08-Apr-2021 18:42,08-Apr-2021 18:55,08-Apr-2021 11:55,08-Apr-2021 12:09,08-Apr-2021 13:12,08-Apr-2021 13:25,1:03,1.1,1:30,1.5,4821:35,3363,1,
VT-VPA,HAWKER 800XP,258415,0040,143,VOBG,Not A,Not A,09-Apr-2021 13:35,09-Apr-2021 13:47,09-Apr-2021 14:19,09-Apr-2021 14:30,09-Apr-2021 08:05,09-Apr-2021 08:17,09-Apr-2021 08:49,09-Apr-2021 09:00,0:32,0.5,0:55,0.9,4822:07,3364,1,
VT-VPA,HAWKER 800XP,258415,0040,VOBG,143,Not A,Not A,09-Apr-2021 22:55,09-Apr-2021 23:11,09-Apr-2021 23:45,10-Apr-2021 00:00,09-Apr-2021 17:25,09-Apr-2021 17:41,09-Apr-2021 18:15,09-Apr-2021 18:30,0:34,0.6,1:05,1.1,4822:41,3365,1,
VT-VPA,HAWKER 800XP,258415,0041,143,83,Not A,Not A,10-Apr-2021 14:45,10-Apr-2021 15:06,10-Apr-2021 15:59,10-Apr-2021 16:20,10-Apr-2021 09:15,10-Apr-2021 09:36,10-Apr-2021 10:29,10-Apr-2021 10:50,0:53,0.9,1:35,1.6,4823:34,3366,1,
VT-VPA,HAWKER 800XP,258415,0041,83,143,Not A,Not A,10-Apr-2021 16:45,10-Apr-2021 17:04,10-Apr-2021 17:56,10-Apr-2021 18:15,10-Apr-2021 11:15,10-Apr-2021 11:34,10-Apr-2021 12:26,10-Apr-2021 12:45,0:52,0.9,1:30,1.5,4824:26,3367,1,
VT-VPA,HAWKER 800XP,258415,0042,143,205,Not A,Not A,12-Apr-2021 18:15,12-Apr-2021 18:33,12-Apr-2021 19:03,12-Apr-2021 19:20,12-Apr-2021 12:45,12-Apr-2021 13:03,12-Apr-2021 13:33,12-Apr-2021 13:50,0:30,0.5,1:05,1.1,4824:56,3368,1,
VT-VPA,HAWKER 800XP,258415,0043,205,143,Not A,Not A,13-Apr-2021 13:20,13-Apr-2021 13:36,13-Apr-2021 13:55,13-Apr-2021 14:10,13-Apr-2021 07:50,13-Apr-2021 08:06,13-Apr-2021 08:25,13-Apr-2021 08:40,0:19,0.3,0:50,0.8,4825:15,3369,1,
VT-VPA,HAWKER 800XP,258415,0044,143,143,VOID,VOID,VOID,13-Apr-2021 14:11,13-Apr-2021 14:11,VOID,VOID,13-Apr-2021 08:41,13-Apr-2021 08:41,VOID,0:00,0.0,0:00,0.0,4825:15,3369,0,
VT-VPA,HAWKER 800XP,258415,0045,143,VOBG,Not A,Not A,17-May-2021 07:35,17-May-2021 07:43,17-May-2021 08:17,17-May-2021 08:25,17-May-2021 02:05,17-May-2021 02:13,17-May-2021 02:47,17-May-2021 02:55,0:34,0.6,0:50,0.8,4825:49,3370,1,
VT-VPA,HAWKER 800XP,258415,0045,VOBG,143,Not A,Not A,17-May-2021 09:30,17-May-2021 09:52,17-May-2021 10:28,17-May-2021 10:50,17-May-2021 04:00,17-May-2021 04:22,17-May-2021 04:58,17-May-2021 05:20,0:36,0.6,1:20,1.3,4826:25,3371,1,
VT-VPA,HAWKER 800XP,258415,0046,143,VOBG,Not A,Not A,17-May-2021 16:50,17-May-2021 17:10,17-May-2021 17:46,17-May-2021 18:05,17-May-2021 11:20,17-May-2021 11:40,17-May-2021 12:16,17-May-2021 12:35,0:36,0.6,1:15,1.3,4827:01,3372,1,
VT-VPA,HAWKER 800XP,258415,0046,VOBG,143,Not A,Not A,17-May-2021 18:15,17-May-2021 18:23,17-May-2021 18:57,17-May-2021 19:05,17-May-2021 12:45,17-May-2021 12:53,17-May-2021 13:27,17-May-2021 13:35,0:34,0.6,0:50,0.8,4827:35,3373,1,
VT-VPA,HAWKER 800XP,258415,0047,143,84,Not A,Not A,20-May-2021 10:40,20-May-2021 10:50,20-May-2021 11:31,20-May-2021 11:40,20-May-2021 05:10,20-May-2021 05:20,20-May-2021 06:01,20-May-2021 06:10,0:41,0.7,1:00,1.0,4828:16,3374,1,
VT-VPA,HAWKER 800XP,258415,0047,84,219,Not A,Not A,20-May-2021 11:55,20-May-2021 12:06,20-May-2021 13:15,20-May-2021 13:25,20-May-2021 06:25,20-May-2021 06:36,20-May-2021 07:45,20-May-2021 07:55,1:09,1.2,1:30,1.5,4829:25,3375,1,
VT-VPA,HAWKER 800XP,258415,0048,219,143,Not A,Not A,21-May-2021 10:55,21-May-2021 11:16,21-May-2021 12:10,21-May-2021 12:30,21-May-2021 05:25,21-May-2021 05:46,21-May-2021 06:40,21-May-2021 07:00,0:54,0.9,1:35,1.6,4830:19,3376,1,
VT-VPA,HAWKER 800XP,258415,0049,143,219,Not A,Not A,21-May-2021 16:30,21-May-2021 16:51,21-May-2021 17:45,21-May-2021 18:05,21-May-2021 11:00,21-May-2021 11:21,21-May-2021 12:15,21-May-2021 12:35,0:54,0.9,1:35,1.6,4831:13,3377,1,
VT-VPA,HAWKER 800XP,258415,0049,219,143,Not A,Not A,21-May-2021 18:20,21-May-2021 18:31,21-May-2021 19:29,21-May-2021 19:40,21-May-2021 12:50,21-May-2021 13:01,21-May-2021 13:59,21-May-2021 14:10,0:58,1.0,1:20,1.3,4832:11,3378,1,
VT-VPA,HAWKER 800XP,258415,0050,143,84,Not A,Not A,23-May-2021 16:45,23-May-2021 16:54,23-May-2021 17:36,23-May-2021 17:45,23-May-2021 11:15,23-May-2021 11:24,23-May-2021 12:06,23-May-2021 12:15,0:42,0.7,1:00,1.0,4832:53,3379,1,
VT-VPA,HAWKER 800XP,258415,0050,84,143,Not A,Not A,23-May-2021 20:00,23-May-2021 20:11,23-May-2021 20:59,23-May-2021 21:10,23-May-2021 14:30,23-May-2021 14:41,23-May-2021 15:29,23-May-2021 15:40,0:48,0.8,1:10,1.2,4833:41,3380,1,
VT-VPA,HAWKER 800XP,258415,0051,143,131,Not A,Not A,24-May-2021 11:15,24-May-2021 11:25,24-May-2021 12:55,24-May-2021 13:05,24-May-2021 05:45,24-May-2021 05:55,24-May-2021 07:25,24-May-2021 07:35,1:30,1.5,1:50,1.8,4835:11,3381,1,
VT-VPA,HAWKER 800XP,258415,0051,131,143,Not A,Not A,24-May-2021 13:35,24-May-2021 13:46,24-May-2021 15:19,24-May-2021 15:30,24-May-2021 08:05,24-May-2021 08:16,24-May-2021 09:49,24-May-2021 10:00,1:33,1.6,1:55,1.9,4836:44,3382,1,
VT-VPA,HAWKER 800XP,258415,0052,143,131,Not A,Not A,31-May-2021 08:45,31-May-2021 09:06,31-May-2021 10:34,31-May-2021 10:55,31-May-2021 03:15,31-May-2021 03:36,31-May-2021 05:04,31-May-2021 05:25,1:28,1.5,2:10,2.2,4838:12,3383,1,
VT-VPA,HAWKER 800XP,258415,0053,131,vohs,Not A,Not A,01-Jun-2021 07:45,01-Jun-2021 07:58,01-Jun-2021 09:02,01-Jun-2021 09:15,01-Jun-2021 02:15,01-Jun-2021 02:28,01-Jun-2021 03:32,01-Jun-2021 03:45,1:04,1.1,1:30,1.5,4839:16,3384,1,
VT-VPA,HAWKER 800XP,258415,0053,vohs,131,Not A,Not A,01-Jun-2021 16:00,01-Jun-2021 16:11,01-Jun-2021 17:20,01-Jun-2021 17:30,01-Jun-2021 10:30,01-Jun-2021 10:41,01-Jun-2021 11:50,01-Jun-2021 12:00,1:09,1.2,1:30,1.5,4840:25,3385,1,
VT-VPA,HAWKER 800XP,258415,0053,131,143,Not A,Not A,01-Jun-2021 19:40,01-Jun-2021 19:57,01-Jun-2021 21:33,01-Jun-2021 21:50,01-Jun-2021 14:10,01-Jun-2021 14:27,01-Jun-2021 16:03,01-Jun-2021 16:20,1:36,1.6,2:10,2.2,4842:01,3386,1,
VT-VPA,HAWKER 800XP,258415,0054,143,87,Not A,Not A,03-Jun-2021 09:30,03-Jun-2021 09:51,03-Jun-2021 10:35,03-Jun-2021 10:55,03-Jun-2021 04:00,03-Jun-2021 04:21,03-Jun-2021 05:05,03-Jun-2021 05:25,0:44,0.7,1:25,1.4,4842:45,3387,1,
VT-VPA,HAWKER 800XP,258415,0054,87,143,Not A,Not A,03-Jun-2021 11:30,03-Jun-2021 11:42,03-Jun-2021 12:34,03-Jun-2021 12:45,03-Jun-2021 06:00,03-Jun-2021 06:12,03-Jun-2021 07:04,03-Jun-2021 07:15,0:52,0.9,1:15,1.3,4843:37,3388,1,
VT-VPA,HAWKER 800XP,258415,0055,143,87,Not A,Not A,08-Jun-2021 12:40,08-Jun-2021 12:48,08-Jun-2021 13:33,08-Jun-2021 13:40,08-Jun-2021 07:10,08-Jun-2021 07:18,08-Jun-2021 08:03,08-Jun-2021 08:10,0:45,0.8,1:00,1.0,4844:22,3389,1,
VT-VPA,HAWKER 800XP,258415,0055,87,143,Not A,Not A,08-Jun-2021 15:05,08-Jun-2021 15:21,08-Jun-2021 16:14,08-Jun-2021 16:30,08-Jun-2021 09:35,08-Jun-2021 09:51,08-Jun-2021 10:44,08-Jun-2021 11:00,0:53,0.9,1:25,1.4,4845:15,3390,1,
VT-VPA,HAWKER 800XP,258415,0056,143,84,Not A,Not A,09-Jun-2021 14:15,09-Jun-2021 14:32,09-Jun-2021 15:23,09-Jun-2021 15:40,09-Jun-2021 08:45,09-Jun-2021 09:02,09-Jun-2021 09:53,09-Jun-2021 10:10,0:51,0.9,1:25,1.4,4846:06,3391,1,
VT-VPA,HAWKER 800XP,258415,0057,84,143,Not A,Not A,10-Jun-2021 14:15,10-Jun-2021 14:25,10-Jun-2021 15:16,10-Jun-2021 15:25,10-Jun-2021 08:45,10-Jun-2021 08:55,10-Jun-2021 09:46,10-Jun-2021 09:55,0:51,0.9,1:10,1.2,4846:57,3392,1,
VT-VPA,HAWKER 800XP,258415,0058,143,vohs,Not A,Not A,24-Jun-2021 06:35,24-Jun-2021 06:45,24-Jun-2021 07:36,24-Jun-2021 07:45,24-Jun-2021 01:05,24-Jun-2021 01:15,24-Jun-2021 02:06,24-Jun-2021 02:15,0:51,0.9,1:10,1.2,4847:48,3393,1,
VT-VPA,HAWKER 800XP,258415,0058,vohs,DELHI,Not A,,24-Jun-2021 10:25,24-Jun-2021 10:38,24-Jun-2021 12:38,24-Jun-2021 12:50,24-Jun-2021 04:55,24-Jun-2021 05:08,24-Jun-2021 07:08,24-Jun-2021 07:20,2:00,2.0,2:25,2.4,4849:48,3394,1,
VT-VPA,HAWKER 800XP,258415,0058,DELHI,143,,Not A,24-Jun-2021 16:40,24-Jun-2021 16:55,24-Jun-2021 19:15,24-Jun-2021 19:30,24-Jun-2021 11:10,24-Jun-2021 11:25,24-Jun-2021 13:45,24-Jun-2021 14:00,2:20,2.3,2:50,2.8,4852:08,3395,1,
VT-VPA,HAWKER 800XP,258415,0059,143,131,Not A,Not A,25-Jun-2021 15:15,25-Jun-2021 15:27,25-Jun-2021 16:59,25-Jun-2021 17:10,25-Jun-2021 09:45,25-Jun-2021 09:57,25-Jun-2021 11:29,25-Jun-2021 11:40,1:32,1.5,1:55,1.9,4853:40,3396,1,
VT-VPA,HAWKER 800XP,258415,0060,131,VAAH,Not A,Not A,26-Jun-2021 08:00,26-Jun-2021 08:12,26-Jun-2021 09:04,26-Jun-2021 09:15,26-Jun-2021 02:30,26-Jun-2021 02:42,26-Jun-2021 03:34,26-Jun-2021 03:45,0:52,0.9,1:15,1.3,4854:32,3397,1,
VT-VPA,HAWKER 800XP,258415,0060,VAAH,143,Not A,Not A,26-Jun-2021 17:15,26-Jun-2021 17:38,26-Jun-2021 19:53,26-Jun-2021 20:15,26-Jun-2021 11:45,26-Jun-2021 12:08,26-Jun-2021 14:23,26-Jun-2021 14:45,2:15,2.3,3:00,3.0,4856:47,3398,1,
VT-VPA,HAWKER 800XP,258415,0061,143,vohs,Not A,Not A,27-Jun-2021 06:50,27-Jun-2021 06:59,27-Jun-2021 07:47,27-Jun-2021 07:55,27-Jun-2021 01:20,27-Jun-2021 01:29,27-Jun-2021 02:17,27-Jun-2021 02:25,0:48,0.8,1:05,1.1,4857:35,3399,1,
VT-VPA,HAWKER 800XP,258415,0061,vohs,DELHI,Not A,,27-Jun-2021 08:25,27-Jun-2021 08:41,27-Jun-2021 10:40,27-Jun-2021 10:55,27-Jun-2021 02:55,27-Jun-2021 03:11,27-Jun-2021 05:10,27-Jun-2021 05:25,1:59,2.0,2:30,2.5,4859:34,3400,1,
VT-VPA,HAWKER 800XP,258415,0062,DELHI,219,,Not A,29-Jun-2021 14:55,29-Jun-2021 15:10,29-Jun-2021 17:06,29-Jun-2021 17:20,29-Jun-2021 09:25,29-Jun-2021 09:40,29-Jun-2021 11:36,29-Jun-2021 11:50,1:56,1.9,2:25,2.4,4861:30,3401,1,
