ContactID,CustomerCode,CompanyName,QBCustomerName,qbid,ContactCategoryID,TelNo,Address,MobNo,Fax,WebSite,ContactPerson,ContactPersonFirstName,ContactPersonLastName,Designation,ContinentI,StateName,CityName,CountryName,Email,ZipCode,Remarks,ITNNumber,IDNumber,IDNumberType,IRSNumber,FilingDate,SCAC,IATA,createdfrom,Attachment,IsSepatraCustomer,isSepatraPartner,SepatraCustomer,SepatraCustomerId,isconsolidatedreport,CompanyGradation,AccountNo,AccountDetail,TaxID,sourceofcontact,Representative,sitename,BillTo,BillToCompanyName,BillToAddress,CommodityList,SiteId,EnquiryUrl,ContCreatedOn,ContModifiedOn,CreatedByName,UpdatedByName,IsActive,IsDeleted,Flag,isapproved
13547,MGL7982,2 Z Technology,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",||(832) 202-5010,"1213 1st Street E, Ste. B,",||,||,NULL,NULL,,,,North America,Texas,Humble,USA,zaeemny@gmail.com,77338,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL, Machine Pa,NULL,,2020-09-25 13:49:47.777,2025-09-15 10:13:19.767,Hamid Hussaini,Ashar AR,1,0,1,0
17194,MGL11918,217 peoples Ave,NULL,NULL,CUSTOMER,||,"61104 Rockford Illinois
Mr Victor
TEL (779) 221-7680",||,||,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2023-08-25 13:43:52.640,NULL,Nadine Mohamed,NULL,1,0,1,NULL
17322,MGL12078,221633BC LTD (Boyd Aggra Wash ),NULL,NULL,RIGGER,||604 522 7532,856 Boyd Street New Westminster British Columbia V3M 5G7,||,||,NULL,NULL,les,smith,NULL,North America,British Columbia,New Westminister,Canada,LES221633BC@SHAW.CA or les@haycoequip.com,V3M 5G7,rigger in canada,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2023-09-20 13:35:08.530,NULL,Ashar AR,NULL,1,0,1,NULL
18744,MGL14441,3 Star Vape Inc,3 Star Vape Inc,2989,"CUSTOMER,SEA IMPORT CUSTOMER",||804 244 2497,"MOHAMMED RAJIH AL-GHAZALI
GLEN ALLEN RICHMOND HENRICO
23260-2839 VIRGINIA - USA",||804 244 2497,||,NULL,NULL,MOHAMMED,RAJIH AL-GHAZALI,,North America,Virginia,Backbone,USA,ALGHAZALI007@GMAIL.COM,NULL,NULL,NULL,676-67-0973,D,676-67-0973,NULL,,,,NULL,No,No,,0,1,NULL,NULL,NULL,NULL,,NULL,BHOPAL (BHO),NULL,NULL,NULL,NULL,NULL,,2025-01-27 11:29:15.150,2025-11-18 16:51:29.370,Ash Kumar,Ashar AR,1,0,1,1
17769,MGL12670,"365 WORLDWIDE CO., LTD.",NULL,NULL,PROSPECTIVE SEA EXPORT CUSTOMER,|+66|0631349169,"98/40 Mind Hoff Village, Romklao Rd., Klongsam Pravet, 

Ladkrabang, Bangkok 10520 Thailand",||,||,NULL,NULL,Mr. Shea Camm,,,Asia,Bangkok,NULL,Thailand,shea@365w.co.th,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,BHOPAL (BHO),NULL,NULL,NULL," Used Cloth, USED COMPU, Used Compu, Machine Pa",NULL,,2024-01-08 19:18:09.093,2025-09-16 09:39:59.640,Hamid Hussaini,Ashar AR,1,0,1,0
7514,MGL1826,3A Solutions Canada Inc.,NULL,NULL,"PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER,PROSPECTIVE SEA IMPORT CUSTOMER",1|647|-836-3995,"295 Alliance RD, Unit: 1D Milton ON L9T 4W8 CANADA",||,||,NULL,Mr. Sajid Sayal,Mr. Sajid Sayal,,,North America,Ontario,Milton,Canada,sajid.sayal@3asolutions.ca,NULL,"We are bulk buyer and seller of used computers equipment such as desktops, lcd monitors and laptops etc. We buy and sell thousands of assets every month.",NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Paper, Pap, Plastic Ba",NULL,,2018-12-01 19:26:05.220,2025-12-05 23:37:54.457,NULL,Ashar AR,1,0,1,0
7516,MGL1828,3L Dynamics Inc.,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",||(780) 428-8765,P.O. Box 1822 Stn Main,||,||(780) 428-8765,http://www.3ldynamics.com,Helen Hu,Helen Hu,,,North America,Alberta,Edmonton,Canada,helenhu@3ldynamics.com,T5J 2P2,automated voice maccine. 9/28,NULL,NULL,NULL,NULL,NULL,,,NULL,Project_Estimation.xlsx,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL,NULL,NULL,,2018-12-01 19:26:05.220,2025-02-13 17:22:04.037,NULL,Ashar AR,1,0,1,0
15129,MGL9514,3P Global Resources llc,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER",||951) 409-3131,"3795 Hilgard St Corona, CA,",||,||,www.3pgr.com,NULL,,,,North America,California,Corona,USA,Sales@3pgr.com,92882-8309,937.499.4119,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL,NULL,NULL,,2021-10-11 17:12:39.363,2025-02-13 17:19:25.950,Ash Kumar,Ashar AR,1,0,1,0
7517,MGL1829,4 BROTHERS HEAVY EQUIPMENT INC,NULL,NULL,SEA FREIGHT SHIPPER,||002 0128 6 44,"24 AZMY ST
JANAKLES ALEXANDRIA ALEX 
ANDRIA 0000, AX EGYPT",||,||,NULL,NULL,NULL,NULL,NULL,Africa,Alexandria,NULL,Egypt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,2022-06-08 22:45:13.937,NULL,Hamid Hussaini,1,0,1,NULL
17945,MGL12878,4 POLE LOGISTICS,NULL,NULL,FREIGHT FORWARDER,||,NULL,||,||,NULL,NULL,,,,NULL,NULL,NULL,NULL,sales1@4pole-logistics.ma,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL," Paper, Pap, Plastic Ba",NULL,,2024-02-12 11:00:16.100,2025-02-04 23:03:12.947,Weaam Alaa,Ashar AR,1,0,1,1
13002,MGL7341,4C International Corp.,NULL,NULL,SEA FREIGHT SHIPPER,||(908) 812-2865,37 Kanes Lane Unit D,||,||,NULL,NULL,NULL,NULL,NULL,North America,New Jersey,Middletown,USA,"derekhu07733@yahoo.com,derek@4cinternational.net",7748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2019-02-07 07:46:39.997,2022-06-08 22:46:41.253,Ashar AR,Hamid Hussaini,1,0,1,NULL
6988,MGL1299,4C LOGISTICS,NULL,NULL,SEA FREIGHT SHIPPER,||(630) 775-9103,"C/O MYCO TABLEWARE INC.  1325 MORSE AVE,ELK GROVE  VILLAGE",||,||,NULL,NULL,NULL,NULL,NULL,North America,Illinois,Elk Grove Village,USA,NULL,60007,found this contact details with different address ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 18:21:53.190,2022-06-08 22:48:48.993,NULL,Hamid Hussaini,1,0,1,NULL
15853,MGL10283,4C TECHNOLOGIES INC.,NULL,NULL,"CUSTOMER,SEA IMPORT CUSTOMER",||2815802853,1656 TOWNHURST DR.ST C,||,||,NULL,SABRINA BASHIR,SABRINA BASHIR,NULL,NULL,North America,Texas,Houston,USA,sabrina.b@4ctechnologies.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-29 00:20:29.067,2023-01-16 12:52:51.027,Hamid Hussaini,NULL,1,0,1,NULL
7521,MGL1833,4M COMPANY FOR IMPORT,NULL,NULL,SEA FREIGHT CONSIGNEE,||+201002329,"ALMOSTASHAR STREET BY DAMRO ROAD ALMAHALL ALKOBRA, GHARBIA",||,||,NULL,MR. MAMOUN,MR. MAMOUN,NULL,NULL,Africa,Al Gharbiyah,NULL,Egypt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,2020-12-04 15:04:40.993,NULL,Hamid Hussaini,1,0,1,NULL
13848,MGL8331,4M TRADING INC.,NULL,NULL,SEA FREIGHT SHIPPER,||404-622-1155,2553 Jonesboro Rd SE,||404-229-0524,||,NULL,NULL,NULL,NULL,NULL,North America,Georgia,Atlanta,USA,4mtradinginc@comcast.net,30315,"Used Car Dealer and Salvage Rebuilder
Transporter
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021-01-12 23:57:56.150,NULL,Hamid Hussaini,NULL,1,0,1,NULL
17701,MGL12565,5 star equipment,NULL,NULL,"PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",||(239) 900-1090,"3460 Old Metro Pkwy, Fort Myers, FL , USA",||,||,https://5star-equipment.com/,NULL,,,,North America,Florida,Fort Myers,USA,NULL,33916,"from jc trans inquiry..From:
MIAMI

To:
NHAVA SHEVA

Commodity:
Used boom lift

Remark:
This is Jennie from Pricing team at Pentiger.
Pls help me check rate for this shipment:
ADD PICK UP: 3460 Old Metro Pkwy, Fort Myers, FL 33916, USA
TERM: EXW (shipper will load goods into container by themselves)
POD: NHAVA SHEVA
VOL: 1 cont 40'HC
com: used boom lift (hscode 84289090)
WEIGHT: 20,5 tons
REQUEST: 14 DAYS FREE TIME AT DEST",NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Cranes, Plastic Ba",NULL,,2023-12-18 18:43:52.457,2025-09-02 23:41:48.167,Ashar AR,Ashar AR,1,0,1,0
17756,MGL12653,5 stasr trading co.,NULL,NULL,"PROSPECTIVE AIR FREIGHT CUSTOMER,CUSTOMER",||+96611 293 1132,"Office No. 9B,Tower,Aleskan building ,Prince Mansour st
Al Olaya, Riyadh 11543 , KSA",||,||,https://fivestarsco.sa,NULL,,,,Asia,Ar Riyad,NULL,Saudi Arabia,info@fivestarsco.sa,NULL,from jc trans inquiry,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,New Jersey (EWR),NULL,NULL,NULL," Paper, Pap, Plastic Ba",NULL,,2024-01-08 10:12:25.950,2025-11-13 21:51:53.050,Hamid Hussaini,Ashar AR,1,0,1,0
13927,MGL8417,5C TRADING,NULL,NULL,SEA FREIGHT SHIPPER,||262-325-6634,612 HARRISON ST,||,||,NULL,DAVE,DAVE,NULL,NULL,North America,Illinois,Rockford,USA,NULL,61104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021-02-11 22:16:03.363,2021-02-11 22:19:45.520,Hamid Hussaini,Hamid Hussaini,1,0,1,NULL
7530,MGL1842,"5R Processors, Ltd.",NULL,NULL,"SEA FREIGHT SHIPPER,CUSTOMER",||715-322-4342,"N5779 White Street
PO Box 218""",||,||,NULL,RHIANNON THOMPSON VP Sales & Operations,RHIANNON THOMPSON VP Sales & Operations,,,North America,Wisconsin,Glen Flora,USA,lnelson@5rltd.com,54526,EX CUSTOMER,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Used Cloth, USED COMPU, Used Compu, Machine Pa",NULL,,2018-12-01 19:26:05.220,2024-12-13 13:39:29.823,NULL,Ashar AR,1,0,1,0
18940,MGL14753,61 Transport Matthews,NULL,NULL,"TRUCKER,TRUCKER - FTL",570-385-9048||,"P. O. BOX 62892
BALTIMORE, MD 21264",570-385-9048||,||,NULL,NULL,,,,North America,Maryland,Baltimore,USA,Sophia.Marshall@61Transport.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2025-04-30 13:36:13.907,2025-04-30 14:27:20.640,Sam Haider,Ketan Christian,1,0,1,1
15356,MGL9732,664 Transport LLC,NULL,NULL,TRUCKER,||,10605 Virginia Ave,||,||,NULL,NULL,NULL,NULL,NULL,North America,California,South Gate,USA,NULL,90280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-03-23 15:58:58.440,NULL,NULL,NULL,1,0,1,NULL
15491,MGL9874,7 blue llc,NULL,NULL,TRUCKER,||201) 616-2412,"155 SOUTH ST APT 4, Hackensack",||,||,NULL,NULL,NULL,NULL,NULL,North America,New Jersey,NULL,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-04-18 13:07:40.520,2022-06-08 22:53:36.897,Weaam Alaa,Hamid Hussaini,1,0,1,NULL
16763,MGL11385,828 LOGISTICS,NULL,NULL,TRUCKER,||,NULL,||,||,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-04-16 01:31:04.987,NULL,Deepti Khanna,NULL,1,0,1,NULL
17857,MGL12775,9467-8976 Quebec Inc.,9467-8976 Quebec Inc.,2752,"SEA FREIGHT SHIPPER,CUSTOMER",||,"3297 Rue Joachim Du Bellay
Laval QC H7P 0E9",||514-929-2362,||,NULL,NULL,Mr Noubar,Tutunjian,,North America,Quebec,Laval,Canada,Noubar_tutunjian@hotmail.com,NULL,Secured by Nathan for MUM/SP,NULL,122963042,E,NULL,NULL,,,NULL,NULL,No,No,,0,1,NULL,NULL,NULL,NULL,,252,MUMBAI (MUM),NULL,NULL,NULL,NULL,NULL,,2024-01-18 16:58:22.410,2025-02-21 23:03:30.287,Sam Haider,Ashar AR,1,0,1,1
7538,MGL1850,99C Only Stores,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",1|323|881-9942,4000 Union Pacific Avenue City of Commerce,||,||,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,90023,Rang but not answered.   9/25,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL,NULL,NULL,,2018-12-01 19:26:05.220,2025-02-13 17:12:03.850,NULL,Ashar AR,1,0,1,0
6859,MGL1170,A & A GLOBAL,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER",||410-252-1020,"17 STENERSON LANE  COCKEYSVILLE, MD",||,||,NULL,BRENDA,BRENDA,,,North America,Maryland,Cooksville,USA,NULL,21030,A lady spoke gave email id sscardoro@aaglobal.com ,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL,NULL,NULL,,2018-12-01 18:21:53.190,2025-11-04 13:52:52.893,NULL,Ashar AR,1,0,1,0
7539,MGL1851,A & A GLOBAL IND INC OF CALIFORNIA,NULL,NULL,"SEA FREIGHT CONSIGNEE,SEA FREIGHT SHIPPER",||818-364-6200,"15094 BLEDSOE STREET, SYLMAR, CA 91342",||,||,NULL,NULL,NULL,NULL,NULL,North America,California,Sylmar,USA,NULL,91342,"Vending machine supplier in Los Angeles, Californi",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,2022-11-16 08:25:25.640,NULL,Hamid Hussaini,1,0,1,NULL
7540,MGL1852,A & A International Inc.,NULL,NULL,SEA FREIGHT CONSIGNEE,"1|330|666-7475,","3606 Torrey Pines Drive,",||,||,NULL,Aditya Soni,Aditya Soni,NULL,NULL,North America,Ohio,Fairlawn,USA,sales@globalsourcing4you.com,"44333,",automated voice machine no place for messages. 9/2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,2020-11-19 11:06:04.593,NULL,Hamid Hussaini,1,0,1,NULL
7541,MGL1853,A & A MACHINERY MOVERS INC.,NULL,NULL,SEA FREIGHT SHIPPER,1|215|428-1100,201 DEAN SIEVERS PLACE,||,||,NULL,CARL RICKERS,CARL RICKERS,NULL,NULL,North America,Pennsylvania,Mohrsville,USA,dispatch@aamachinery.com,19067,800-626-6330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,2022-11-22 17:31:14.953,NULL,Hamid Hussaini,1,0,1,NULL
13930,MGL8420,A & F METALS,NULL,NULL,SEA FREIGHT SHIPPER,||918-633-8689,2540 GOLDEN PERRY PEY,||,||,NULL,AJ,AJ,NULL,NULL,North America,Alabama,Dadeville,USA,NULL,35601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021-02-11 22:21:29.887,NULL,Hamid Hussaini,NULL,1,0,1,NULL
