EnquiryID,EnquiryDate,EnquiryNo,CompanyName,ShipmentMoveDate,PortOfOrigin,PortOfDischarge,NoOfContainer,EnquiryType,ReceivedBy,Remarks,Description,Class,UNNo,PackingType,HazRemarks,IsHaz,CreatedBy,CreatedOn,ModifiedOn,IsDeleted,Hazweight,HazVolume,OriginCountry,DestinationCountry,OrignState,DestinationState,OriginCity,DestinationCity,Department,IsDraft,OrgnRailRampId,DestnTerminalId,PickupType,PickupRemark,CustomerInqNo,DelRemarks,UpdatedBy,BillTo,BillToCompanyId,LicenseType,isapproved_enq,sourceofcontact,SitName,DestinationDoor,OriginDoor,GalRepID
1840,2025-01-15 00:00:00.000,INQ1020194,zTech Enterprises LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-15 21:48:43.443,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1842,2025-01-17 00:00:00.000,INQ1020200,Filmar Technologies LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-17 09:14:21.410,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1843,2025-01-17 00:00:00.000,INQ1020201,FIRST SHIPPING LOGISTICS,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-17 09:29:52.890,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1844,2025-01-19 00:00:00.000,INQ1020204,IAT COMPUTER LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-19 22:17:45.007,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1845,2025-01-19 00:00:00.000,INQ1020205,"Heavy Equipment Services, Inc.",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-19 22:27:04.730,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1846,2025-01-19 00:00:00.000,INQ1020206,"H & G International Business, Inc.",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-19 22:33:49.873,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1847,2025-01-19 00:00:00.000,INQ1020207,Fortune computers LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-19 22:49:20.093,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1848,2025-01-19 00:00:00.000,INQ1020208,FAISAL,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-19 22:51:38.597,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1849,2025-01-19 00:00:00.000,INQ1020209,EverBridges International,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-19 23:08:44.330,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1850,2025-01-19 00:00:00.000,INQ1020210,Ec Recycler,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-19 23:21:46.580,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1851,2025-01-19 00:00:00.000,INQ1020211,D.P.ENTERPRISES,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-19 23:42:23.047,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1852,2025-01-20 00:00:00.000,INQ1020212,B & I Data Systems Ltd,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 10:03:19.383,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1853,2025-01-20 00:00:00.000,INQ1020213,B & I Data Systems Ltd,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 10:03:34.430,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1854,2025-01-20 00:00:00.000,INQ1020214,Valley Tech Inc,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 10:47:10.390,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1855,2025-01-20 00:00:00.000,INQ1020215,Digiconta,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 10:52:01.563,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,duplicate,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1856,2025-01-20 00:00:00.000,INQ1020216,ALPS COMPUTER,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 10:55:51.627,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1857,2025-01-20 00:00:00.000,INQ1020217,ALPS COMPUTER,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 10:56:12.153,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1858,2025-01-20 00:00:00.000,INQ1020218,GLOBAL WATER CONSORTIUM,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 11:06:41.373,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1859,2025-01-20 00:00:00.000,INQ1020219,GLOBAL WATER CONSORTIUM,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 11:07:49.417,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1860,2025-01-20 00:00:00.000,INQ1020220,Moamen Abdelaal,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 11:48:24.310,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1861,2025-01-20 00:00:00.000,INQ1020221,HARBOR SEAFOOD,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 11:55:46.943,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1862,2025-01-20 00:00:00.000,INQ1020222,MAESTRO TECHNOLOGIES,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 12:04:25.227,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1863,2025-01-20 00:00:00.000,INQ1020223,Techno store,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 12:26:11.830,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,duplicate,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1864,2025-01-20 00:00:00.000,INQ1020224,Techno store,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 12:27:43.693,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,duplicate,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1865,2025-01-20 00:00:00.000,INQ1020225,Techno store,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 12:28:28.587,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1866,2025-01-20 00:00:00.000,INQ1020228,ABDULAZIZ GHEDI,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 12:41:07.307,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1868,2025-01-20 00:00:00.000,INQ1020230,Osama Hisham Alansari,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 13:49:20.467,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1869,2025-01-20 00:00:00.000,INQ1020231,Shankar Jerripotula,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 14:21:18.153,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1870,2025-01-20 00:00:00.000,INQ1020232,Shankar Jerripotula,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 15:24:07.997,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1871,2025-01-20 00:00:00.000,INQ1020233,The Witte Company Inc,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 15:35:24.053,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1872,2025-01-20 00:00:00.000,INQ1020234,ARYAN IMPEX USA LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 15:51:34.843,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1873,2025-01-20 00:00:00.000,INQ1020235,Business Zone Aviation. LTD,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 16:18:24.090,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,BHOPAL (BHO),NULL,NULL,NULL
1874,2025-01-20 00:00:00.000,INQ1020236,Musason Canada Limited,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 16:22:38.897,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1875,2025-01-20 00:00:00.000,INQ1020237,Raja Dhingra,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 16:32:26.790,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1877,2025-01-20 00:00:00.000,INQ1020240,ADAM COMPUTER RECYCLING INC.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 17:11:46.183,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1878,2025-01-20 00:00:00.000,INQ1020241,AMG Logistics,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 17:21:53.283,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1879,2025-01-20 00:00:00.000,INQ1020242,COPIER HUT.COM,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 21:57:17.613,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1880,2025-01-20 00:00:00.000,INQ1020243,ATLAS COFFEE,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:10:37.400,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1881,2025-01-20 00:00:00.000,INQ1020244,ASTERIX INTERNATIONAL GENERAL TRADING COMPANY,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:16:14.280,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1882,2025-01-20 00:00:00.000,INQ1020245,Armour Equipment And Machinery Trading LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:19:51.863,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1883,2025-01-20 00:00:00.000,INQ1020246,American Home Foods Inc.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:21:29.710,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1884,2025-01-20 00:00:00.000,INQ1020247,American Auto Centers,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:26:04.770,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1885,2025-01-20 00:00:00.000,INQ1020248,Abdul Nouri,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:28:24.900,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1886,2025-01-20 00:00:00.000,INQ1020249,A1 Auto Group,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:31:30.760,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Hamid Hussaini,NULL,NULL,NULL
1887,2025-01-20 00:00:00.000,INQ1020250,3A Solutions Canada Inc.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:42:06.880,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,Duplicate,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1888,2025-01-20 00:00:00.000,INQ1020251,Sd G And T Ltd.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-20 22:45:41.007,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1889,2025-01-21 00:00:00.000,INQ1020252,AQEEL LOGISTICS,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 09:58:17.827,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,duplicate,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1890,2025-01-21 00:00:00.000,INQ1020253,AQEEL LOGISTICS,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 09:58:28.773,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1892,2025-01-21 00:00:00.000,INQ1020255,Salah,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 10:27:49.507,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1893,2025-01-21 00:00:00.000,INQ1020256,"Xiao Xinghong Eectronics, Inc.",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 10:37:13.507,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Hamid Hussaini,NULL,NULL,NULL
1895,2025-01-21 00:00:00.000,INQ1020258,Tech Store,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 11:32:29.420,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1896,2025-01-21 00:00:00.000,INQ1020259,"Radian Research, Inc",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 11:37:48.253,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1897,2025-01-21 00:00:00.000,INQ1020261,Fathi Ghoul,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 12:18:01.110,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,MUMBAI (MUM),NULL,NULL,NULL
1898,2025-01-21 00:00:00.000,INQ1020270,Devine Logistics LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 14:59:30.683,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,MUMBAI (MUM),NULL,NULL,NULL
1899,2025-01-21 00:00:00.000,INQ1020272,AL KHAT AL ASWAD COMPUTER,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 16:54:08.850,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1901,2025-01-21 00:00:00.000,INQ1020274,Global Trader Group LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 17:11:43.153,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1902,2025-01-21 00:00:00.000,INQ1020275,MCC Trading LLC,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 17:16:48.833,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1903,2025-01-21 00:00:00.000,INQ1020276,ABISHAI DOMINIC MWANYIKA,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 17:26:58.010,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1904,2025-01-21 00:00:00.000,INQ1020277,Ask Trading llc,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 17:34:51.327,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1905,2025-01-21 00:00:00.000,INQ1020278,ENN INVESTMENT ( AUTOMOTIVE-IMPORT/EXPORT-COMPUTI,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 17:40:32.373,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1906,2025-01-21 00:00:00.000,INQ1020279,COMPUWAREHOUSE,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 17:47:10.480,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Sales & Marketing,NULL,NULL,NULL
1907,2025-01-21 00:00:00.000,INQ1020280,Emirates Technotrade LLC.,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 17:53:36.700,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1908,2025-01-21 00:00:00.000,INQ1020281,Krusecom,NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 17:58:12.360,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,Inside Sales Group,NULL,NULL,NULL
1910,2025-01-21 00:00:00.000,INQ1020283,"Reliable Automatic Sprinkler Co., Inc.",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 21:42:09.757,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
1911,2025-01-21 00:00:00.000,INQ1020284,"Nordson Extrusion Dies Industries, LLC",NULL,None,None,NULL,By Email,NULL,Auto Generated,NULL,NULL,NULL,NULL,NULL,0,NULL,2025-01-21 22:10:39.547,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Ocean Export,1,NULL,NULL,0,NULL,,NULL,NULL,NULL,NULL,1,0,,New Jersey (EWR),NULL,NULL,NULL
