EnquiryID,EnquiryNo,CompanyName,NextActionDate,Remarks,Type,CurrentDate,,
18817,INQ1022716,GRUPO TPG S.R.L.,2025-11-03 00:00:00.000,pending quote approval,Enquiry,2025-10-31 16:53:50.613,,
18818,INQ1022717,GRUPO TPG S.R.L.,2025-11-03 00:00:00.000,Pending quote,Enquiry,2025-10-31 17:50:30.140,,
18822,INQ1022726,SeaVoy Shipping and Freight Forwarding Inc.,2025-11-04 00:00:00.000,Pending approval,Enquiry,2025-11-03 13:39:34.170,,
18846,INQ1022766,WATERLINK LOGISTICS CANADA INC.,2025-11-07 00:00:00.000,2x40HC requested,Enquiry,2025-11-05 17:06:26.003,,
18846,INQ1022766,WATERLINK LOGISTICS CANADA INC.,2025-11-07 00:00:00.000,2x40HC requested,Enquiry,2025-11-05 17:07:55.403,,
18847,INQ1022767,WATERLINK LOGISTICS CANADA INC.,2025-11-07 00:00:00.000,Pending approval on the sailing schedule,Enquiry,2025-11-05 17:27:10.680,,
18848,INQ1022768,CENTRIMEX  Vitrolles  France,2025-11-07 00:00:00.000,Quote sent,Enquiry,2025-11-06 11:54:20.513,,
18850,INQ1022770,GRUPO TPG S.R.L.,2025-11-07 00:00:00.000,Quote Approved but there will be a cancellation for 1x40HC,Enquiry,2025-11-06 15:37:58.163,,
18856,INQ20416,ARIKAS LOGISTICS,2025-11-10 00:00:00.000,Sent for billing,Enquiry,2025-11-07 13:53:59.037,,
18923,INQ1022895,WATERLINK LOGISTICS CANADA INC.,2025-11-25 00:00:00.000,MR. IKRAM,Enquiry,2025-11-24 11:58:25.970,,
